"","DBA","BUS NAME","BUSINESS ID","LOC NO","LOC NO SUFF","LOC PRE DIR","LOC STREET","LOC STREET TYPE","LOC UNIT TYPE","LOC APT","LOC CITY","LOC STATE","LOC ZIP","...14","BUS PHONE","EMAIL","address...17","lon","lat","address...20"
"841","SUSHIYA ASIAN CUISINE","SUSHIYA ASIAN CUISINE CO","120",2721,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-583-5833","NANCYPAN168@YAHOO.COM","2721 JEFFERSON JOLIET IL 60435",-88.1489238,41.5231002,"2721 w jefferson st, joliet, il 60435, usa"
"842","SWAN CLEANERS & SERVICES","SWAN CLEANERS & SERVICES INC","865",2358,NA,NA,"GLENWOOD","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"312-912-5335","JASONPARK@SWAN-CLEANERS.COM","2358 GLENWOOD JOLIET IL 60435",-88.1398842,41.5291518,"2358 glenwood ave, joliet, il 60435, usa"
"843","SYMBOLIC KUSTOMZ","SYMBOLIC KUSTOMZ INC","1933",750,NA,"NORTH","BROADWAY","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-722-7467","SYMBOLICKUSTOMZ@GMAIL.COM","750 BROADWAY JOLIET IL 60435",-88.0850411,41.5373669,"750 n broadway st, joliet, il 60435, usa"
"844","SYMPHONY OF JOLIET","SYMPHONY OF JOLIET LLC","726",306,NA,"NORTH","LARKIN","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"773-391-8773","TPRATHER@SYMPHONYPAN.COM","306 LARKIN JOLIET IL 60435",-88.1241815,41.5281257,"306 n larkin ave, joliet, il 60435, usa"
"845","SYSCO CHICAGO","SYSCO CHICAGO INC","363",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"847-699-4802","LYDAY.MARION@CHI.SYSCO.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"846","T MOBILE","TCC WIRELESS","1867",457,NA,"EAST","CASS","STREET","UNIT","B","JOLIET","IL","60432",NA,"815-603-5308","LICENSES@TCCMOBILE.COM","457 CASS JOLIET IL 60432",-88.0706083,41.5284912,"457 e cass st, joliet, il 60432, usa"
"847","TA CANIJO","TACANIJO INC","1701",328,NA,NA,"MCDONOUGH","STREET",NA,NA,"JOLIET","IL","60436",NA,"815-409-7674","RAM492003@YAHOO.COM","328 MCDONOUGH JOLIET IL 60436",-88.0910493,41.5158925,"328 mcdonough st, joliet, il 60436, usa"
"848","TACANIJO","TACANIJO INC","1993",2951,NA,NA,"CENTERPOINT","WAY",NA,NA,"ELWOOD","IL","60421",NA,NA,"RAM492003@YAHOO.COM","2951 CENTERPOINT ELWOOD IL 60421",-88.1458365,41.4441121,"2951 centerpoint way, elwood, il 60421, usa"
"849","TACO BELL 26745","SUNDANCE INC","1432",2924,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"312-597-2915","PAYABLES@TEAMLYDERS.COM","2924 PLAINFIELD JOLIET IL 60435",-88.1601566,41.5778845,"2924 plainfield rd, joliet, il 60435, usa"
"850","TACO BELL 26747","SUNDANCE INC","1431",125,NA,"SOUTH","LARKIN","AVENUE",NA,NA,"JOLIET","IL","60436",NA,"779-279-2170","PAYABLES@TEAMLYDERS.COM","125 LARKIN JOLIET IL 60436",-88.1249823,41.519513,"125 s larkin ave, joliet, il 60436, usa"
"851","TACO BELL/KFC 26719","NICK ENTERPRISES INC","793",3340,NA,NA,"MALL LOOP","DRIVE","SPACE","FC1","JOLIET","IL","60431",NA,"708-204-3266","PAYROLL@SWEISSCPA.COM","3340 MALL LOOP JOLIET IL 60431",-88.1655569,41.5762473,"3340 mall loop dr, joliet, il 60431, usa"
"852","TACO MEX RESTAURANT","TACO MEX RESTAURANT INC","1185",2298,NA,NA,"ESSINGTON","ROAD",NA,NA,"JOLIET","IL","60435",NA,"708-516-6246","PONCI2223@GMAIL.COM","2298 ESSINGTON JOLIET IL 60435",-88.1609468,41.5636944,"2298 essington rd, joliet, il 60435, usa"
"853","TALA AUTO","TALA AUTO REPAIR INC","1991",818,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-409-7599","TALAAUTOREPAIR@COMCAST.COM","818 PLAINFIELD JOLIET IL 60435",-88.1033743,41.5387316,"818 plainfield rd, joliet, il 60435, usa"
"854","TAPS TIPS BBQ SMOKEHOUSE","TAPS TIPS BBQ SMOKEHOUSE LLC","2093",3111,NA,NA,"THEODORE","STREET",NA,NA,"JOLIET","IL","60435",NA,"630-781-6624","MCHTAP@AOL.COM","3111 THEODORE JOLIET IL 60435",-88.1589491,41.5514172,"3111 theodore st, joliet, il 60435, usa"
"855","TAQUERIA EL ZARAPE","TAQUERIA EL ZARAPE INC","1127",700,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-955-0321","TAQUERIAELZARAPE13@GMAIL.COM","700 JEFFERSON JOLIET IL 60435",-88.0989222,41.5239724,"700 w jefferson st, joliet, il 60435, usa"
"856","TAQUERIA LOS COMALES","JTMG CORP","845",510,NA,NA,"COLLINS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-722-7008","LOSCOMALES14@YAHOO.COM","510 COLLINS JOLIET IL 60432",-88.0721736,41.5340979,"510 collins st, joliet, il 60432, usa"
"857","TAQUERIA LOS PAISANOS INC","TAQUERIA LOS PAISANOS INC","575",573,NA,NA,"COLLINS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-722-0521","WECARE@OPTIMOMAIL.COM","573 COLLINS JOLIET IL 60432",-88.073109,41.5353037,"573 collins st, joliet, il 60432, usa"
"858","TAQUERIA TORTILLERIA EL SABOR DE MEXICO","TAQUERIA TORTILLERIA EL SABOR DE MEXICO","2017",805,NA,NA,"KELLY","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"779-379-5233","TERE.JARA@YAHOO.COM","805 KELLY JOLIET IL 60435",-88.1003842,41.5379476,"805 kelly ave, joliet, il 60435, usa"
"859","TAQUERIAS ATOTONILCO","SOM MUNOZ INC","265",500,NA,"EAST","CASS","STREET",NA,NA,"JOLIET","IL","60432",NA,"773-617-9262","ATOTO500@GMAIL.COM","500 CASS JOLIET IL 60432",-88.0698065,41.5276583,"500 e cass st, joliet, il 60432, usa"
"860","TARGET STORE T0894","TARGET CORPORATION","239",2701,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"612-761-1015",NA,"2701 PLAINFIELD JOLIET IL 60435",-88.1536877,41.5772082,"2701 plainfield rd, joliet, il 60435, usa"
"861","TASTEE BITES","R MTZ INC","1930",2953,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-744-4040","DONRAUL2@HOTMAIL.COM","2953 JEFFERSON JOLIET IL 60435",-88.1549262,41.5226694,"2953 w jefferson st, joliet, il 60435, usa"
"862","TAYLOR'S AUTO CENTER","TAYLOR, OSCAR J","699",1,NA,NA,"RICHARDS","STREET",NA,NA,"JOLIET","IL","60433",NA,"815-955-1116",NA,"1 RICHARDS JOLIET IL 60433",-88.0747698,41.5238384,"1 richards st, joliet, il 60433, usa"
"863","TEAM AUTO REPAIR","MG AT 367 CORP","698",367,NA,"NORTH","CHICAGO","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-727-4300","TEAMAUTOREPAIR1@GMAIL.COM","367 CHICAGO JOLIET IL 60432",-88.0815017,41.5171963,"367 s chicago st, joliet, il 60436, usa"
"864","TEBO'S EVERGREENS","TEBO'S EVERGREENS LLC","1196",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"906-630-0036","TEBOEVERGREEN@ALPHACOMM.NET","0 OUT OF AREA NA NA NA",NA,NA,NA
"865","TELECAB TAXI","TELECAB ILLINOIS LLC","1792",550,NA,"NORTH","CHICAGO","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-726-8294",NA,"550 CHICAGO JOLIET IL 60432",-88.0814884,41.5346434,"550 n chicago st, joliet, il 60432, usa"
"866","TEXAS ROADHOUSE","TEXAS ROADHOUSE HOLDINGS LLC","204",3151,NA,NA,"TONTI","DRIVE",NA,NA,"JOLIET","IL","60431",NA,"815-577-9003","LAURA.YOUNG@TEXASROADHOUSE.COM","3151 TONTI JOLIET IL 60431",-88.1625661,41.5780129,"3151 tonti dr, joliet, il 60431, usa"
"867","TGI FRIDAY'S","CENTRAL FLORIDA RESTAURANTS, INC.","1540",3340,NA,NA,"MALL LOOP","DRIVE","SPACE","1078","JOLIET","IL","60431",NA,"815-254-1882","ANIL@YADAVGROUP.NET","3340 MALL LOOP JOLIET IL 60431",-88.1655569,41.5762473,"3340 mall loop dr, joliet, il 60431, usa"
"868","THAYER BROS DELI & GRILLE","THAYER INC","576",753,"1/2",NA,"RUBY","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-545-9930","RTHAYER30@YAHOO.COM","753 RUBY JOLIET IL 60435",-88.1005128,41.5379042,"753 ruby st, joliet, il 60435, usa"
"869","THE BLUE TACO","THE BLUE TACO LLC","1288",79,NA,"NORTH","CHICAGO","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-830-4110","THEBLUETACO1@YAHOO.COM","79 CHICAGO JOLIET IL 60432",-88.081845,41.5257059,"79 n chicago st, joliet, il 60432, usa"
"870","THE CENTER FOR WELLNESS AND BODYWORK","THE CENTER FOR WELLNESS AND BODYWORK","2154",2531,NA,NA,"DIVISION","STREET","SUITE","101","JOLIET","IL","60435",NA,"815-260-3801","NOVAKTEAM@ATT.NET","2531 DIVISION JOLIET IL 60435",-88.1475136,41.5806185,"2531 division st, joliet, il 60435, usa"
"871","THE CRYSTAL ROOM","THE CRYSTAL ROOM INC","2160",203,NA,"NORTH","OTTAWA","STREET",NA,NA,"JOLIET","IL","60432",NA,"630-418-6300",NA,"203 OTTAWA JOLIET IL 60432",-88.0834733,41.5279641,"203 n ottawa st, joliet, il 60432, usa"
"872","THE DOCK AT INWOOD","THE DOCK AT INWOOD LLC","2016",3000,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-685-9599","TRAFTONSLP@COMCAST.NET","3000 JEFFERSON JOLIET IL 60435",-88.1556257,41.5217225,"3000 w jefferson st, joliet, il 60431, usa"
"873","THE FORGE","1133 S WESTERN AVENUE CORP","1814",22,NA,"WEST","CASS","STREET",NA,NA,"JOLIET","IL","60432",NA,"630-217-2061","SEANINCHICAGO@YMAIL.COM","22 CASS JOLIET IL 60432",-88.0820992,41.5276291,"22 w cass st, joliet, il 60432, usa"
"874","THE HANGOVER","JJAMN INC","86",1028,NA,NA,"CORA","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-726-2305","KELIROBERTSON9@YAHOO.COM","1028 CORA JOLIET IL 60435",-88.0904387,41.5433955,"1028 cora st, joliet, il 60435, usa"
"875","THE JOLIET ROUTE 66 DINER","GF SERVICES INC","1580",22,NA,"WEST","CLINTON","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-690-3505","ERUBEYSALES@HOTMAIL.COM","22 CLINTON JOLIET IL 60432",-88.080714,41.5267994,"22 e clinton st, joliet, il 60432, usa"
"876","THIRTY BUCK SPORTS BAR","THIRTY BUCK INC","36",753,NA,NA,"RUBY","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-347-1317",NA,"753 RUBY JOLIET IL 60435",-88.1005128,41.5379042,"753 ruby st, joliet, il 60435, usa"
"877","THOMAS NISSAN OF JOLIET","THOMAS MOTORS OF ILLINOIS","732",1427,NA,"NORTH","LARKIN","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"815-741-5353","SHERRIS@THOMASAUTOGROUP.COM","1427 LARKIN JOLIET IL 60435",-88.1269271,41.5487729,"1427 n larkin ave, joliet, il 60435, usa"
"878","THOMAS TOYOTA OF JOLIET","THOMAS MOTORS OF JOLIET INC","860",1437,NA,"NORTH","LARKIN","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"815-744-2760",NA,"1437 LARKIN JOLIET IL 60435",-88.1268508,41.5496299,"1437 n larkin ave, joliet, il 60435, usa"
"879","THORNTONS #340","THORNTONS LLC","2175",400,NA,NA,"COLLINS","STREET",NA,NA,"JOLIET","IL","60432",NA,"502-425-8022","TONY.CORDOVA@MYTHORNTONS.COM","400 COLLINS JOLIET IL 60432",-88.0718679,41.5317543,"400 collins st, joliet, il 60432, usa"
"880","THORNTONS 116","THORNTONS LLC","428",1602,NA,NA,"ESSINGTON","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-436-0633","LICENSES@MYTHORNTONS.COM","1602 ESSINGTON JOLIET IL 60435",-88.1606991,41.5514228,"1602 essington rd, joliet, il 60435, usa"
"881","THORNTONS 302","THORNTONS LLC","382",2798,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"630-936-0803","LICENSES@MYTHORNTONS.COM","2798 JEFFERSON JOLIET IL 60435",-88.1500291,41.5215956,"2798 w jefferson st, joliet, il 60435, usa"
"882","TIRE CLINIC","TIRE CLINIC INC","900",964,NA,NA,"COLLINS","STREET",NA,NA,"JOLIET","IL","60432",NA,NA,"TIRECLINICINC@GMAIL.COM","964 COLLINS JOLIET IL 60432",-88.0720973,41.5422127,"964 collins st, joliet, il 60432, usa"
"883","TIRE TRACKS 02","PR WALKER INC","696",301,NA,"NORTH","CHICAGO","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-439-5750",NA,"301 CHICAGO JOLIET IL 60432",-88.0821755,41.5299719,"301 n chicago st, joliet, il 60432, usa"
"884","TIRE TRACKS 03","PR WALKER INC","697",142,NA,NA,"REPUBLIC","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"815-791-0352",NA,"142 REPUBLIC JOLIET IL 60435",-88.1387083,41.5250435,"142 republic ave, joliet, il 60435, usa"
"885","T-MOBILE 522899-085","T-MOBILE CENTRAL LLC","1060",3340,NA,NA,"MALL LOOP","DRIVE","SPACE","9013","JOLIET","IL","60431",NA,"877-586-6762","US-TAXSALTTMOBILEBL@KPMG.COM","3340 MALL LOOP JOLIET IL 60431",-88.1655569,41.5762473,"3340 mall loop dr, joliet, il 60431, usa"
"886","T-MOBILE 522899-090","T-MOBILE #8712 - T MOBILE 522899-090","995",2520,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"630-857-2106","US-TAXSALTTMOBILEBL@KPMG.COM","2520 JEFFERSON JOLIET IL 60435",-88.1461796,41.521651,"2520 w jefferson st, joliet, il 60435, usa"
"887","TOBACCO & CIGARS","IZHAK CONVENIENT CO","1617",3109,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-582-3109","AHMADTOBACCO@GMAIL.COM","3109 JEFFERSON JOLIET IL 60435",-88.1587079,41.5227493,"3109 w jefferson st, joliet, il 60435, usa"
"888","TOBACCO CITY","RAYYAN INTERNATIONAL INC","547",2955,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-730-8466","MALIK.WAQAR786@YAHOO.COM","2955 JEFFERSON JOLIET IL 60435",-88.1549262,41.5226694,"2955 w jefferson st, joliet, il 60435, usa"
"889","TOBACCO PLUS","MIRZA, SHAHNAZ","543",2010,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"630-759-0264",NA,"2010 JEFFERSON JOLIET IL 60435",-88.1321642,41.521254,"2010 w jefferson st, joliet, il 60435, usa"
"890","TONY'S AUTO REPAIR JOLIET","TONY'S AUTO REPAIR JOLIET INC","2111",426,NA,"SOUTH","CHICAGO","STREET",NA,NA,"JOLIET","IL","60436",NA,"815-715-3774","1TONYSAUTOREPAIR19@GMAIL.COM","426 CHICAGO JOLIET IL 60436",-88.0808013,41.5161323,"426 s chicago st, joliet, il 60436, usa"
"891","TONY'S FINER FOODS","TONY'S FINER FOODS ENTERPRISES INC","232",2300,NA,NA,"RT 59",NA,NA,NA,"PLAINFIELD","IL","60586",NA,"847-809-2948",NA,"2300 RT 59 PLAINFIELD IL 60586",-88.1984808,41.562941,"2300 illinois rte 59, plainfield, il 60586, usa"
"892","TONY'S PLACE","TONY'S PLACE INC","413",2141,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-744-4636",NA,"2141 JEFFERSON JOLIET IL 60435",-88.1326165,41.5228202,"2141 w jefferson st, joliet, il 60435, usa"
"893","TONY'S WOK","TONY'S WOK INC","1465",550,NA,"EAST","CASS","STREET","UNIT","A","JOLIET","IL","60432",NA,"815-814-8688","STEVEN88666@GMAIL.COM","550 CASS JOLIET IL 60432",-88.0684128,41.5276545,"550 e cass st, joliet, il 60432, usa"
"894","TORRES AUTO REPAIR","TORRES AUTO REPAIR INC","1278",400,NA,NA,"WALNUT","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-722-7487","INCA1261@YAHOO.COM","400 WALNUT JOLIET IL 60432",-88.0526406,41.5324236,"400 walnut st, joliet, il 60432, usa"
"895","TOWNEPLACE SUITES JOLIET SOUTH","JOLIET EXT LODGING ASSOCIATES LLC","284",1515,NA,NA,"RIVERBOAT CENTER","DRIVE",NA,NA,"JOLIET","IL","60431",NA,"815-741-2400","MILBURN@RAYMONDTEAM.COM","1515 RIVERBOAT CENTER JOLIET IL 60431",-88.166757,41.4941817,"1515 riverboat center dr, joliet, il 60431, usa"
"896","TOWNHOUSE MOTEL","KUSH-KRUPA INC","283",832,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-727-4888","MUKESHJOLIET63@YAHOO.COM","832 PLAINFIELD JOLIET IL 60435",-88.1041373,41.5392514,"832 plainfield rd, joliet, il 60435, usa"
"897","TRENO CAFE","TRENO CAFE","1998",90,NA,"EAST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60432",NA,"TBD","JOHN.GEORGOUSES@GMAIL.COM","90 JEFFERSON JOLIET IL 60432",-88.0841378,41.5249277,"90 w jefferson st, joliet, il 60432, usa"
"898","TRIPLE E VENDING","RESTOFF, ERIC","953",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"630-674-2141","TRIPLEEVENDING@YAHOO.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"899","TRIUMPH JOLIET LLC","TRIUMPH JOLIET LLC","1994",2121,NA,NA,"ONEIDA","STREET","SUITE","402","JOLIET","IL","60435",NA,"815-744-8789","MELODY@DTDINVESTMENTS.COM","2121 ONEIDA JOLIET IL 60435",-88.1328753,41.5254566,"2121 oneida st, joliet, il 60435, usa"
"900","T'S GAMING","T'S GAMING","2026",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"708-389-3220",NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"901","TUFFY AUTO SERVICES","TEK AUTOMOTIVE SERVICES","794",2031,NA,NA,"RT 59",NA,NA,NA,"PLAINFIELD","IL","60586",NA,"815-436-1829","TIMTA455@GMAIL.COM","2031 RT 59 PLAINFIELD IL 60586",-88.200803,41.5593497,"2031 illinois rte 59, plainfield, il 60586, usa"
"902","TURANO BAKING COMPANY","CAMPAGNA-TURANO BAKERY","405",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"708-788-9220","CTBPAYABLES@TURANO.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"903","TWIN BEVERAGE","TWIN BEVERAGE LLC","1714",1625,NA,NA,"ROCK CREEK","BOULEVARD",NA,NA,"JOLIET","IL","60431",NA,"815-714-2295","TYPHOONPW@SBCGLOBAL.NET","1625 ROCK CREEK JOLIET IL 60431",-88.1723935,41.4917903,"1625 rock creek blvd, joliet, il 60431, usa"
"904","TWIN-DOR INC","TWIN-DOR INC","30",1511,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-729-1530","EJH1511@YAHOO.COM","1511 PLAINFIELD JOLIET IL 60435",-88.1189614,41.5507084,"1511 plainfield rd, joliet, il 60435, usa"
"905","U.S. GAIN","US VENTURE INC","1628",1747,NA,NA,"IRISH INDIAN","TRAIL",NA,NA,"JOLIET","IL","60436",NA,"920-243-2526","DL-TAXTEAM@USVENTURE.COM","1747 IRISH INDIAN JOLIET IL 60436",-88.1410528,41.4906268,"1747 irish indian trail, joliet, il 60436, usa"
"906","UNITED LIQUOR MART","MNM LIQUOR INC","225",1532,NA,NA,"RT 59",NA,NA,NA,"JOLIET","IL","60431",NA,"815-254-5475",NA,"1532 RT 59 JOLIET IL 60431",-88.1991598,41.5493304,"1532 illinois rte 59, joliet, il 60435, usa"
"907","UPPER LEVEL","BETTENHAUSEN, JEANNETTE","987",2603,NA,"EAST","CASS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-693-8482","DJ179@LIVE.COM","2603 CASS JOLIET IL 60432",-88.0142289,41.5269033,"2603 e cass st, joliet, il 60432, usa"
"908","US FOODS INC","US FOODS INC","404",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"480-766-5200","BUSINESSLICENSE@USFOODS.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"909","V36 BULK VENDING","GUY, EDWARD","954",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"630-460-5994","EDGUE@ATT.NET","0 OUT OF AREA NA NA NA",NA,NA,NA
"910","VALLE'S PRODUCE 3","VALLE'S PRODUCE 3 HA CORPORATION","1928",704,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-722-1600","HEIDYVALLE16@GMAIL.COM","704 JEFFERSON JOLIET IL 60435",-88.0991574,41.5235191,"704 w jefferson st, joliet, il 60435, usa"
"911","VELA'S TAP","G.N.U. ENTERPRISES INC","85",226,NA,"EAST","CASS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-727-2281","DGUTIERREZ226@GMAIL.COM","226 CASS JOLIET IL 60432",-88.0763732,41.5276899,"226 e cass st, joliet, il 60432, usa"
"912","VELASQUEZ AUTOMATIC MUSIC CO","VELASQUEZ AUTOMATIC MUSIC CO","955",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"773-523-5721","EVELASQUEZ4541@SBCGLOBAL.NET","0 OUT OF AREA NA NA NA",NA,NA,NA
"913","VELASQUEZ MUFFLER & BRAKES","LA ESTACION CORP OF IL","636",1600,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-207-4000","VELASQUEZ_MUFFLERS@YAHOO.COM","1600 JEFFERSON JOLIET IL 60435",-88.1203552,41.5224655,"1600 w jefferson st, joliet, il 60435, usa"
"914","VELASQUEZ MUFFLERS & BRAKES","LA ESTACION CORP III","638",61,NA,"EAST","CASS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-723-7900",NA,"61 CASS JOLIET IL 60432",-88.0796562,41.5282129,"61 e cass st, joliet, il 60432, usa"
"915","VELOCITA TECHNOLOGY","VELOCITA TECHNOLOGY INC","657",50,NA,NA,"BARNEY","DRIVE",NA,NA,"JOLIET","IL","60435",NA,"815-744-9595","FRANKB@VTJOLIET.COM","50 BARNEY JOLIET IL 60435",-88.1429015,41.5232376,"50 barney dr, joliet, il 60435, usa"
"916","VIDA ACTIVA Y SALUDABLE","PONCE, ELBA","1884",506,NA,"NORTH","CHICAGO","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-616-2184","ELBAPONCE@HOTMAIL.COM","506 CHICAGO JOLIET IL 60432",-88.0815226,41.5335892,"506 n chicago st, joliet, il 60432, usa"
"917","VITA BELLA PIZZA SOUTH","PLAINFIELD PIZZA INC","879",2215,NA,NA,"RT 59",NA,NA,NA,"PLAINFIELD","IL","60586",NA,"815-254-2424","vitabellapizza1@sbcglobal.net","2215 RT 59 PLAINFIELD IL 60586",-88.2011265,41.5613636,"2215 illinois rte 59, plainfield, il 60586, usa"
"918","VORTEX VENDING","WORTH, STORI","972",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"623-734-5742","STORI34@GMAIL.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"919","WALGREENS 03929","BOND DRUG COMPANY OF ILLINOIS LLC","378",1801,NA,NA,"INGALLS","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"800-695-9904","TAXLICENSERENEWALS@WALGREENS.COM","1801 INGALLS JOLIET IL 60435",-88.126317,41.5448615,"1801 ingalls ave, joliet, il 60435, usa"
"920","WALGREENS 03946","BOND DRUG COMPANY OF ILLINOIS LLC","379",1514,NA,NA,"ESSINGTON","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-530-7876","TAXLICENSERENEWALS@WALGREENS.COM","1514 ESSINGTON JOLIET IL 60435",-88.1604705,41.5505609,"1514 essington rd, joliet, il 60435, usa"
"921","WALGREENS 04828","WALGREENS CO","381",4822,NA,NA,"CATON FARM","ROAD",NA,NA,"PLAINFIELD","IL","60586",NA,"847-527-4612","TAXLICENSERENEWALS@WALGREENS.COM","4822 CATON FARM PLAINFIELD IL 60586",-88.2020592,41.5644789,"4822 caton farm rd, plainfield, il 60586, usa"
"922","WALGREENS 05386","BOND DRUG COMPANY OF ILLINOIS LLC","384",358,NA,"EAST","CASS","STREET",NA,NA,"JOLIET","IL","60432",NA,"800-695-9904","TAXLICENSERENEWALS@WALGREENS.COM","358 CASS JOLIET IL 60432",-88.0732045,41.5274419,"358 e cass st, joliet, il 60432, usa"
"923","WALGREENS 07866","WALGREENS CO","385",2101,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"847-527-4612","TAXLICENSERENEWALS@WALGREENS.COM","2101 JEFFERSON JOLIET IL 60435",-88.1318077,41.5230975,"2101 w jefferson st, joliet, il 60435, usa"
"924","WALGREENS 10425","WALGREENS CO","230",7851,NA,NA,"CATON FARM","ROAD",NA,NA,"PLAINFIELD","IL","60586",NA,"847-527-4612","TAXLICENSERENEWALS@WALGREENS.COM","7851 CATON FARM PLAINFIELD IL 60586",-88.2744783,41.5648046,"7851 caton farm rd, plainfield, il 60586, usa"
"925","WALGREENS 10772","BOND DRUG COMPANY OF ILLINOIS LLC","386",1163,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-744-4002","TAXLICENSERENEWALS@WALGREENS.COM","1163 JEFFERSON JOLIET IL 60435",-88.1098406,41.5235204,"1163 w jefferson st, joliet, il 60435, usa"
"926","WALMART #1256","WALMART, INC","222",2424,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-744-7575","COMPLIC@WALMART.COM","2424 JEFFERSON JOLIET IL 60435",-88.1423491,41.519002,"2424 w jefferson st, joliet, il 60435, usa"
"927","WALMART 2956","WALMART INC","224",1401,NA,NA,"RT 59",NA,NA,NA,"JOLIET","IL","60431",NA,"815-609-3381","COMPLIC@WALMART.COM","1401 RT 59 JOLIET IL 60431",-88.2032012,41.5469427,"1401 illinois rte 59, shorewood, il 60431, usa"
"928","WASTE MANAGEMENT OF ILLINOIS","WASTE MANAGEMENT OF ILLINOIS INC","1033",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"800-796-9696","ILL_PCARD@WM.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"929","WEDGEWOOD GOLF COURSE","JOLIET PARK DISTRICT","583",5001,NA,NA,"CATON FARM","ROAD",NA,NA,"PLAINFIELD","IL","60586",NA,"630-864-8663",NA,"5001 CATON FARM PLAINFIELD IL 60586",-88.1786323,41.5653221,"5001 caton farm rd, joliet, il 60431, usa"
