LOC.NO,LOC.STREET,LOC.CITY,LOC.STATE,LOC.ZIP,BUS.NAME,DBA,SSN,BUS.PHONE,LIC.TEXT2..LIC.1.,CHG.1.DESC..LIC.1.,CHG.1.LONG.DESC..LIC.1.,CYCLE.CODE..LIC.2.,CYCLE.DESC..LIC.2.,LIC.TEXT1..LIC.2.,LIC.TEXT2..LIC.2.,LIC.TEXT4..LIC.2.,CYCLE.DESC..LIC.3.,LIC.TEXT1..LIC.3.,LIC.TEXT2..LIC.3.,CHG.1.DESC..LIC.3.,CHG.1.LONG.DESC..LIC.3.,CYCLE.CODE..LIC.4.,CYCLE.DESC..LIC.4.,LIC.TEXT1..LIC.4.,LIC.TEXT2..LIC.4.,LIC.TEXT4..LIC.4.,CYCLE.CODE..LIC.5.,CYCLE.DESC..LIC.5.,LIC.TEXT1..LIC.5.,LIC.TEXT2..LIC.5.,QTY.STAT.CD..LIC.5.,QTY.CD.DESC..LIC.5.,address,lon,lat
1530,RT 59,JOLIET,IL,60431,GAMESTOP INC,GAMESTOP 3255,41-1609563,817-424-2000,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,1530 RT 59 JOLIET IL,-88.1989925,41.5493933
2765,BLACK,JOLIET,IL,60435,BAROLO INC,BAROLO RISTORANTE,36-4404690,815-729-0655,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,CLASS B,CLASS B PREMISES,,,,,,,,,,,,2765 BLACK JOLIET IL,-88.1497485,41.5370044
720,CASS,JOLIET,IL,60432,BARTON CARROLLS INC,BARTON  CARROLLS,26-3414714,815-726-1910,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,720 CASS JOLIET IL,-88.0629546,41.5278131
2780,CHANNAHON,JOLIET,IL,60436,JOLIET PARK DISTRICT,JOLIET PARK DISTRICT SPLASH STATION,36-6005938,630-864-8663,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,2780 CHANNAHON JOLIET IL,-88.1453155,41.48691669999999
3340,MALL LOOP,JOLIET,IL,60431,NICK ENTERPRISES INC,TACO BELL/KFC 26719,36-4363917,708-204-3266,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,3340 MALL LOOP JOLIET IL,-88.1655663,41.5762899
2031,RT 59,PLAINFIELD,IL,60586,TEK AUTOMOTIVE SERVICES,TUFFY AUTO SERVICES,35-2176238,815-436-1829,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,2031 RT 59 PLAINFIELD IL,-88.200913,41.5593013
2424,JEFFERSON,JOLIET,IL,60435,NIMO INC,SUBWAY,26-0868377,815-729-0950,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,2424 JEFFERSON JOLIET IL,-88.14234909999999,41.51900200000001
17,JEFFERSON,JOLIET,IL,60432,SRIJI AND CORPORATION,SUBWAY 19044,36-4358244,815-723-7827,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,,,,,,,,,,,,17 JEFFERSON JOLIET IL,-88.0821296,41.5251154
7176,CATON FARM,PLAINFIELD,IL,60586,SHREYANU INC,SUBWAY 26243,27-4385091,815-609-8094,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,7176 CATON FARM PLAINFIELD IL,-88.2578717,41.5641712
1354,HOUBOLT,JOLIET,IL,60431,J & K OF JOLIET INC,SUBWAY 40805,45-4410260,815-741-3878,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,1354 HOUBOLT JOLIET IL,-88.1677618,41.4970462
121,COLLINS,JOLIET,IL,60432,SUBWAY 23472,SUBWAY 23472,26-3830587,815-723-6962,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,121 COLLINS JOLIET IL,-88.0731047,41.5268429
1560,RT 59,JOLIET,IL,60431,FAMILY VIDEO,FAMILY VIDEO 384,37-1158001,815-254-4970,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,1560 RT 59 JOLIET IL,-88.1989196,41.5501679
720,COLLINS,JOLIET,IL,60432,"RUBIO, MARIA G",FUENTE DE LA JUVENTUD,SSN,815-791-3083,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,,,,720 COLLINS JOLIET IL,-88.0725365,41.5380073
1117,PLAINFIELD,JOLIET,IL,60435,WOLF'S DEN LTD,WOLF'S FINE LINE TATTOO,36-4023402,815-723-5918,TATTOO ARTIST,TAT ARTIST,TATTO ARTIST LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TATTOO ARTIST,,BUSINESS LICENSE,BUSINESS LICENSE,TATTOO ARTIST,TAT ARTIST,TATTO ARTIST LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TATTOO ARTIST,,BL,BUSINESS LICENSE,BUSINESS LICENSE,TATTOO ARTIST,,,1117 PLAINFIELD JOLIET IL,-88.1092585,41.54387819999999
3084,HENNEPIN,JOLIET,IL,60431,GOODWILL INDUSTRIES OF SE WI INC,GOODWILL RETAIL SERVICES INC 74,,815-609-9740,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,3084 HENNEPIN JOLIET IL,-88.15651539999999,41.57275629999999
2602,JEFFERSON,JOLIET,IL,60435,PPG ARCHITECTURAL FINISHES INC,PPG PAINTS,25-1612585,815-744-5056,PAINT SALES/SHOP,PNTSL/SHP1,PAINT SALE/SHOP LICENSE,,,,,,,,,,,,,,,,,,,,,,2602 JEFFERSON JOLIET IL,-88.1473338,41.5213374
3001,PLAINFIELD,JOLIET,IL,60435,HOME DEPOT USA INC,HOME DEPOT 1962,58-1583319,815-577-9854,PAINT SALES/SHOP,PNTSL/SHP1,PAINT SALE/SHOP LICENSE,,,,,,,,,,,,,,,,,,,,,,3001 PLAINFIELD JOLIET IL,-88.158828,41.579004
1403,PLAINFIELD,JOLIET,IL,60435,"BERNARD, PATRICK",KJI AUTO REPAIR,35-564470,815-741-9691,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,1403 PLAINFIELD JOLIET IL,-88.1166033,41.54909170000001
1745,RT 59,PLAINFIELD,IL,60586,LA FITNESS SMOOTHIE BAR,LA FITNESS SMOOTHIE BAR,46-2554276,815-744-4065,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,1745 RT 59 PLAINFIELD IL,-88.2037893,41.5531929
2231,JEFFERSON,JOLIET,IL,60435,JOLIET TOWN AND COUNTRY LANES,JOLIET TOWN AND COUNTRY LANES,36-2387509,815-725-1231,CLASS M ENTERTAINMENT/VP,CL M EN/VP,CLASS M ENTERTAINMENT/VP,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS H EXTRA HOUR,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BL,BUSINESS LICENSE,BUSINESS LICENSE,BOWLING ALLEY/BILLIARDS,ALLEY,TBL/ALLEY,2231 JEFFERSON JOLIET IL,-88.13631600000001,41.5232644
674,COLLINS,JOLIET,IL,60432,MEMOS CARAMELOS INC,MEMOS CARAMELOS,46-1847337,815-909-8297,VENDOR - PUSH CARTS,PUSHCART,VENDOR PUSH CART LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,674 COLLINS JOLIET IL,-88.072311,41.5371499
3340,MALL LOOP,JOLIET,IL,60431,"ECOATM, LLC",ECOATM KIOSK 2 T-50,26-3879952,858-766-7250,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,3340 MALL LOOP JOLIET IL,-88.1655663,41.5762899
3088,HENNEPIN,JOLIET,IL,60431,DOLPHIN CAR WASH III INC,DOLPHIN CAR WASH III,30-0682724,815-236-8227,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,COIN VENDING-FOOD/SODA,,,,,,,,,,,,,,,,,,3088 HENNEPIN JOLIET IL,-88.157381,41.572694
2101,WESMERE,PLAINFIELD,IL,60586,WESMERE COUNTRY CLUB,WESMERE COUNTRY CLUB,36-4019381,815-254-4827,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,,,,,,,,,,,,,2101 WESMERE PLAINFIELD IL,-88.2140055,41.5590974
816,JACKSON,JOLIET,IL,60432,EL RODEO SPORTS BAR & GRILL INC,EL RODEO SPORTS BAR & GRILL,16-1740866,815-722-9814,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,CLASS B,CLASS B PREMISES,,,,,,,,,,,,816 JACKSON JOLIET IL,-88.061053,41.5315899
2221,JEFFERSON,JOLIET,IL,60435,MORNINGSTAR MISSION MINISTRIES INC,MORNINGSTAR TREASURE CHEST,36-2422510,815-725-6702,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,2221 JEFFERSON JOLIET IL,-88.1353098,41.5227698
2101,RT 59,PLAINFIELD,IL,60586,PLAINFIELD LUNAN INC,ARBY'S ROAST BEEF 7396,65-1163879,312-645-9898,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,2101 RT 59 PLAINFIELD IL,-88.200859,41.5599518
904,HICKORY,JOLIET,IL,60435,ARNIE'S AUTO BODY SUPPLY INC,ARNIE'S AUTO BODY SUPPLY,36-2902545,815-726-6106,PAINT SALES/SHOP,PNTSL/SHP1,PAINT SALE/SHOP LICENSE,,,,,,,,,,,,,,,,,,,,,,904 HICKORY JOLIET IL,-88.0865377,41.5400742
3795,CENTERPOINT,JOLIET,IL,60436,AUTOBAHN COUNTRY CLUB LLC,AUTOBAHN COUNTRY CLUB LLC,,815-651-0742,AMUSEMENT,AMUSEMENT,AMUSEMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,AMUSEMENT-CARNIVAL/CIRCUS,,,,,,,,3795 CENTERPOINT JOLIET IL,-88.12774929999999,41.4564928
454,CASS,JOLIET,IL,60432,FAMILY DOLLAR INC,FAMILY DOLLAR #21442,56-2056614,815-722-2203,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,,,,,,,,,,,,,454 CASS JOLIET IL,-88.0707027,41.52761719999999
409,CASS,JOLIET,IL,60432,AUTO ZONE PARTS INC,AUTO ZONE 645,66-0557319,815-722-3053,PAINT SALES,PAINTSAL<1,PAINT SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,409 CASS JOLIET IL,-88.0719634,41.5282752
571,COLLINS,JOLIET,IL,60432,NRJM INC,DOMINO'S PIZZA 2853,36-397125,630-783-0300,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,571 COLLINS JOLIET IL,-88.07315439999999,41.53522299999999
2211,JEFFERSON,JOLIET,IL,60435,BAKERS SQUARE,BAKERS SQUARE 220212,26-4371224,615-744-3623,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,2211 JEFFERSON JOLIET IL,-88.1342245,41.522701
1008,HICKORY,JOLIET,IL,60435,ZOFIA DZIEDZIC,TED & SOPHIE'S,27-2920442,815-722-8117,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS H EXTRA HOUR,CLASS H,CLASS H EXTRA HOUR,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS A PREMISES & PACKAGE,,,1008 HICKORY JOLIET IL,-88.0867409,41.542339
1008,HICKORY,JOLIET,IL,60435,ZOFIA DZIEDZIC,TED & SOPHIE'S,27-2920442,815-722-8117,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS H EXTRA HOUR,CLASS H,CLASS H EXTRA HOUR,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS A PREMISES & PACKAGE,,,1008 HICKORY JOLIET IL,-88.0867409,41.542339
3,JACKSON,JOLIET,IL,60432,"GOLOBITSH, ANTHONY",BARON'S DESIGNS,36-2921835,815-722-1533,MASSAGE SPA,MSSG SPA,MASSAGE SPA LICENSE,,,,,,,,,,,,,,,,,,,,,,3 JACKSON JOLIET IL,-88.08200599999999,41.5316309
330,MADISON,JOLIET,IL,60435,BASINGER'S MADISON PHARMACY INC,BASINGER'S MADISON PHARMACY,27-1275585,815-325-5751,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,,,,330 MADISON JOLIET IL,-88.1342051,41.5291203
2850,PLAINFIELD,JOLIET,IL,60435,BED BATH & BEYOND 628,BED BATH & BEYOND 628,22-3612362,815-577-6488,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,,,,2850 PLAINFIELD JOLIET IL,-88.1592512,41.5755034
623,WILCOX,JOLIET,IL,60435,BIG CHILL INC,BIG CHILL,36-3965986,815-545-4438,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,623 WILCOX JOLIET IL,-88.0991487,41.5358234
510,COLLINS,JOLIET,IL,60432,JTMG CORP,TAQUERIA LOS COMALES,36-4373588,815-722-7008,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,510 COLLINS JOLIET IL,-88.0721816,41.5341907
3516,CATON FARM,JOLIET,IL,60431,VIP SALON & SPA,V.I.P. SALON & SPA,72-1540666,815-609-2900,MASSAGE SPA,MSSG SPA,MASSAGE SPA LICENSE,,,,,,,,,,,,,,,,,,,,,,3516 CATON FARM JOLIET IL,-88.169412,41.5648542
1220,RICHARDS,JOLIET,IL,60433,MIKE'S FISH & CHICKEN,JJ FISH & CHICKEN,37-1427485,815-726-9129,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,1220 RICHARDS JOLIET IL,-88.07093359999999,41.5018646
568,COLLINS,JOLIET,IL,60432,JOLIET JEWELRY INC,JOLIET JEWELRY,27-3959427,815-722-4995,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,568 COLLINS JOLIET IL,-88.072419,41.535277
226,CASS,JOLIET,IL,60432,G.N.U. ENTERPRISES INC,VELA'S TAP,20-3383712,815-727-2281,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS A PREMISES & PACKAGE,,,,,,,,226 CASS JOLIET IL,-88.076374,41.527718900000004
350,WASHINGTON,JOLIET,IL,60433,MORNINGSTAR MISSION MINISTRIES INC,MORNINGSTAR MISSION MINISTRIES,36-2422510,815-722-5780,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,,,,,,,,,,,,,350 WASHINGTON JOLIET IL,-88.07253659999999,41.5240005
2506,CLEAR CREEK,PLAINFIELD,IL,60586,"COBBLE, JEFFERY",JC VENDING,,815-671-8295,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,,,,,,,,,,,,,2506 CLEAR CREEK PLAINFIELD IL,-88.2465879,41.5670598
0,OUT OF AREA,,,NA,ON THE GO 4 ENTERPRISES INC,ON THE GO VENDING,47-3544875,815-245-6227,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,,,,,,,,,,,,,0 OUT OF AREA  ,-71.94517499999999,41.044312
0,OUT OF AREA,,,NA,EENIGENBURG WATER CONDITIONING INC,EENINGEBURG QUALITY WATER,35-1332358,219-365-4500,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,,,,,,,,,,,,,0 OUT OF AREA  ,-71.94517499999999,41.044312
3395,BLACK,JOLIET,IL,60431,BOOK AND BEAN CAFE LLC,BOOK AND BEAN CAFE LLC,,815-725-8859,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,3395 BLACK JOLIET IL,-88.1663801,41.537336
1028,CORA,JOLIET,IL,60435,JJAMN INC,THE HANGOVER,61-1664740,815-726-2305,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS H EXTRA HOUR,CLASS H,CLASS H EXTRA HOUR,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS A PREMISES & PACKAGE,,,1028 CORA JOLIET IL,-88.0904209,41.543405
1437,LARKIN,JOLIET,IL,60435,THOMAS MOTORS OF JOLIET INC,THOMAS MOTORS OF JOLIET,35-1759334,815-744-2760,PAINT SALES/SHOP,PNTSL/SHP1,PAINT SALE/SHOP LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,SECOND HAND SALES,,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,1437 LARKIN JOLIET IL,-88.1267467,41.5495937
40,MILLS,JOLIET,IL,60433,RENDEL'S INC,RENDEL'S,36-2557439,815-740-4545,PAINT SALES/SHOP,PNTSL/SHP1,PAINT SALE/SHOP LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,SECOND HAND SALES,,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,40 MILLS JOLIET IL,-88.07970259999999,41.50137040000001
2041,RT 59,PLAINFIELD,IL,60586,THE SHERWIN-WILLIAMS COMPANY #3886,SHERWIN-WILLIAMS COMPANY 3262,34-0526850,877-792-3637,PAINT SALES/SHOP,PNTSL/SHP1,PAINT SALE/SHOP LICENSE,,,,,,,,,,,,,,,,,,,,,,2041 RT 59 PLAINFIELD IL,-88.2008951,41.5596014
118,LARKIN,JOLIET,IL,60435,THE SHERWIN-WILLIAMS COMPANY #3886,SHERWIN-WILLIAMS COMPANY,34-05268550,815-729-0961,PAINT SALES/SHOP,PNTSL/SHP1,PAINT SALE/SHOP LICENSE,,,,,,,,,,,,,,,,,,,,,,118 LARKIN JOLIET IL,-88.1238898,41.5258601
2358,GLENWOOD,JOLIET,IL,60435,SWAN CLEANERS & SERVICES INC,SWAN CLEANERS & SERVICES,20-5052843,312-912-5335,DRY CLEANER,DRY CLEANR,DRY CLEANER LICENSE,,,,,,,,,,,,,,,,,,,,,,2358 GLENWOOD JOLIET IL,-88.1399173,41.5299284
4100,OLYMPIC,JOLIET,IL,60431,CROWN EQUIPMENT CORPORATION,CROWN LIFT TRUCKS,34-4412691,419-629-2311,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,4100 OLYMPIC JOLIET IL,-88.18126439999999,41.4939292
1813,CASS,JOLIET,IL,60432,1813 BUILDING CORPORATION,KNIGHTS OF COLUMBUS 4400,36-2685849,815-723-3827,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,,,,,,,,1813 CASS JOLIET IL,-88.0373249,41.53011650000001
1500,RT 59,JOLIET,IL,60431,THE ILDIS ENTERPRISES LLC,CULVER'S 271,11-3665704,815-254-0020,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,1500 RT 59 JOLIET IL,-88.199032,41.5487782
2900,COLORADO,JOLIET,IL,60431,DOLLAR TREE STORES INC,DOLLAR TREE  03430,54-1387365,815-439-8856,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,,,,2900 COLORADO JOLIET IL,-88.1614227,41.5766164
1504,ESSINGTON,JOLIET,IL,60435,LEGACY FRUITS #1 LLC,EDIBLE ARRANGEMENTS,20-4510502,815-729-9399,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,,,,1504 ESSINGTON JOLIET IL,-88.1602956,41.5494666
2215,RT 59,PLAINFIELD,IL,60586,VITA BELLA PIZZA,VITA BELLA PIZZA SOUTH,36-4276941,815-254-2424,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,2215 RT 59 PLAINFIELD IL,-88.2010711,41.5613679
2231,RT 59,PLAINFIELD,IL,60586,WHITE CASTLE SYSTEM INC,WHITE CASTLE 87,31-4340520,815-436-5915,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,2231 RT 59 PLAINFIELD IL,-88.2026862,41.6280247
2405,ESSINGTON,JOLIET,IL,60435,MICHAEL'S PIZZA,MICHAEL'S PIZZA,36-3523289,815-436-0707,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,2405 ESSINGTON JOLIET IL,-88.162486,41.5659567
20,OHIO,JOLIET,IL,60432,NIKO'S PIZZERIA CORPORATION,NIKO'S PIZZERIA,20-8801753,815-722-8800,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,20 OHIO JOLIET IL,-88.080933,41.5330211
1708,JEFFERSON,JOLIET,IL,60436,CENTRAL CLEANERS INC,CENTRAL CLEANERS INC 8,20-1265923,815-725-6613,DRY CLEANER,DRY CLEANR,DRY CLEANER LICENSE,,,,,,,,,,,,,,,,,,,,,,1708 JEFFERSON JOLIET IL,-88.1231675,41.5220592
1745,IRISH INDIAN,JOLIET,IL,60436,JACOB PRESS' SONS INC,JACOB PRESS' SONS INC,36-3903757,815-730-0991,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,,,,,,,,,,,,,1745 IRISH INDIAN JOLIET IL,-88.1412732,41.4895453
837,PLAINFIELD,JOLIET,IL,60435,J D BROWN & CO INC,J D BROWN & CO INC,36-2602776,815-791-5258,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,,,,837 PLAINFIELD JOLIET IL,-88.10380669999999,41.539894
2021,RT 59,PLAINFIELD,IL,60586,R MIDWEST INC,JIFFY LUBE 2913,26-2726593,815-609-7238,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,,,,2021 RT 59 PLAINFIELD IL,-88.2007624,41.5590523
916,JEFFERSON,JOLIET,IL,60435,DG RETAIL LLC,DOLLAR GENERAL 11508,36-4577242,615-855-4000,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,,,,,,,,,,,,,916 JEFFERSON JOLIET IL,-88.1043548,41.5226912
